product,participant,net,net_prev,change
TOPIX先物,みずほ証券,3237,11276,-8039
TOPIX先物,インタラクティブ証券,178,-114,292
TOPIX先物,ゴールドマン証券,-142,-8369,8227
TOPIX先物,サスケハナ・ホンコン,0,-29,29
TOPIX先物,シティグループ証券,10562,10041,521
TOPIX先物,ソシエテＧ証券,12701,13058,-357
TOPIX先物,ドイツ証券,2667,4615,-1948
TOPIX先物,バークレイズ証券,-15695,-20037,4342
TOPIX先物,ビーオブエー証券,7465,3877,3588
TOPIX先物,フィリップ証券,35,29,6
TOPIX先物,モルガンＭＵＦＧ証券,20405,26129,-5724
TOPIX先物,三菱ＵＦＪ証券,-5412,-7184,1772
TOPIX先物,三菱ＵＦＪｅスマート,135,166,-31
TOPIX先物,光世証券,-19,-18,-1
TOPIX先物,大和証券,-3876,-3051,-825
TOPIX先物,山和証券,0,2,-2
TOPIX先物,岡三証券,-87,-86,-1
TOPIX先物,広田証券,-64,0,-64
TOPIX先物,日産証券,1209,1140,69
TOPIX先物,東海東京証券,-31,0,-31
TOPIX先物,松井証券,229,221,8
TOPIX先物,野村証券,-15111,-12548,-2563
TOPIX先物,ＡＢＮクリアリン証券,-1919,-1882,-37
TOPIX先物,ＢＮＰパリバ証券,-21059,-24243,3184
TOPIX先物,ＨＳＢＣ証券,-18973,-18569,-404
TOPIX先物,ＪＰモルガン証券,36185,38431,-2246
TOPIX先物,ＳＢＩ証券,-7732,-7536,-196
TOPIX先物,ＳＭＢＣ日興証券,-3911,-1274,-2637
TOPIX先物,ＵＢＳ証券,-942,-3999,3057
日経225mini,みずほ証券,0,6000,-6000
日経225mini,インタラクティブ証券,2,29,-27
日経225mini,ゴールドマン証券,4500,20,4480
日経225mini,シティグループ証券,0,-3322,3322
日経225mini,ソシエテＧ証券,670,3440,-2770
日経225mini,ドイツ証券,-4,0,-4
日経225mini,バークレイズ証券,-517,1489,-2006
日経225mini,ビーオブエー証券,-250,-2590,2340
日経225mini,フィリップ証券,-36,62,-98
日経225mini,マネックス証券,-3,54,-57
日経225mini,モルガンＭＵＦＧ証券,1000,-13033,14033
日経225mini,三田証券,5,0,5
日経225mini,三菱ＵＦＪ証券,0,-8250,8250
日経225mini,三菱ＵＦＪｅスマート,81,323,-242
日経225mini,光世証券,-1,2,-3
日経225mini,共和証券,0,-1,1
日経225mini,広田証券,3,5,-2
日経225mini,日産証券,45,123,-78
日経225mini,松井証券,41,142,-101
日経225mini,楽天証券,114,519,-405
日経225mini,立花証券,0,-1,1
日経225mini,野村証券,9,-3320,3329
日経225mini,ＡＢＮクリアリン証券,-8698,34481,-43179
日経225mini,ＢＮＰパリバ証券,-4198,-5328,1130
日経225mini,ＪＰモルガン証券,1910,-8009,9919
日経225mini,ＳＢＩ証券,327,663,-336
日経225mini,ＵＢＳ証券,5000,-3500,8500
日経225先物,みずほ証券,-7338,-6095,-1243
日経225先物,インタラクティブ証券,-138,-626,488
日経225先物,ゴールドマン証券,-6264,-9131,2867
日経225先物,サスケハナ・ホンコン,819,428,391
日経225先物,シティグループ証券,3423,3674,-251
日経225先物,ソシエテＧ証券,8382,7984,398
日経225先物,ドイツ証券,1921,1924,-3
日経225先物,ナティクシス証券,-856,-856,0
日経225先物,バークレイズ証券,11011,10433,578
日経225先物,ビーオブエー証券,3061,-1161,4222
日経225先物,モルガンＭＵＦＧ証券,-13338,-14492,1154
日経225先物,三菱ＵＦＪ証券,-9318,-6451,-2867
日経225先物,三菱ＵＦＪｅスマート,131,171,-40
日経225先物,光世証券,-11,-25,14
日経225先物,大和証券,1626,1139,487
日経225先物,岡三証券,-78,-110,32
日経225先物,日産証券,2525,2094,431
日経225先物,東海東京証券,0,275,-275
日経225先物,松井証券,-45,-34,-11
日経225先物,楽天証券,237,416,-179
日経225先物,立花証券,-128,-128,0
日経225先物,証券ジャパン,-2,-3,1
日経225先物,野村証券,32302,35347,-3045
日経225先物,ＡＢＮクリアリン証券,528,3344,-2816
日経225先物,ＢＮＰパリバ証券,850,2528,-1678
日経225先物,ＨＳＢＣ証券,-33696,-34206,510
日経225先物,ＪＰモルガン証券,-4141,-2162,-1979
日経225先物,ＳＢＩ証券,-15,-2432,2417
日経225先物,ＳＭＢＣ日興証券,4398,4621,-223
日経225先物,ＵＢＳ証券,3856,3352,504
