type,expiry,strike,oi,change
C,2609,30000,3550,1000
C,2609,37000,1,0
C,2609,40000,5,0
C,2609,42000,101,0
C,2609,42500,10,0
C,2609,43000,100,0
C,2609,43500,57,0
C,2609,45000,42,0
C,2609,48000,400,0
C,2609,48500,240,0
C,2609,49000,200,0
C,2609,50000,4450,1000
C,2609,50500,50,0
C,2609,51000,141,0
C,2609,51250,210,0
C,2609,52000,350,0
C,2609,53000,1100,0
C,2609,53500,400,0
C,2609,53750,150,0
C,2609,54000,1056,0
C,2609,54250,50,0
C,2609,54500,200,0
C,2609,54750,90,0
C,2609,55000,660,0
C,2609,56000,1250,0
C,2609,56500,75,0
C,2609,57000,850,0
C,2609,57500,384,0
C,2609,58000,1101,0
C,2609,59000,1096,0
C,2609,60000,786,0
C,2609,60500,750,0
C,2609,60750,120,0
C,2609,61000,221,0
C,2609,61250,22,0
C,2609,61500,1,-1
C,2609,61875,2,0
C,2609,62000,2002,0
C,2609,62250,1,0
C,2609,62500,801,0
C,2609,63000,966,-1
C,2609,63250,1,0
C,2609,63500,4,0
C,2609,63750,2,0
C,2609,64000,1698,-2
C,2609,64250,104,0
C,2609,64500,145,0
C,2609,64625,1,0
C,2609,64750,214,2
C,2609,64875,31,0
C,2609,65000,4814,77
C,2609,65125,11,2
C,2609,65250,89,71
C,2609,65375,13,11
C,2609,65500,413,11
C,2609,65625,5,0
C,2609,65750,126,22
C,2609,65875,0,0
C,2609,66000,2149,67
C,2609,66125,42,1
C,2609,66250,118,28
C,2609,66375,10,0
C,2609,66500,3177,-368
C,2609,66625,1062,899
C,2609,66750,1656,38
C,2609,66875,1,-2
C,2609,67000,3509,135
C,2609,67125,11,2
C,2609,67250,47,21
C,2609,67375,43,0
C,2609,67500,1741,-40
C,2609,67625,18,1
C,2609,67750,519,-30
C,2609,67875,47,2
C,2609,68000,3650,272
C,2609,68125,65,1
C,2609,68250,45,6
C,2609,68375,32,0
C,2609,68500,495,7
C,2609,68625,47,22
C,2609,68750,572,234
C,2609,68875,84,-1
C,2609,69000,2326,143
C,2609,69125,147,15
C,2609,69250,204,4
C,2609,69375,33,4
C,2609,69500,883,7
C,2609,69625,86,12
C,2609,69750,1469,-13
C,2609,69875,54,-2
C,2609,70000,3942,61
C,2609,70125,20,-10
C,2609,70250,658,-14
C,2609,70375,4,-6
C,2609,70500,401,-20
C,2609,70625,280,7
C,2609,70750,51,-25
C,2609,70875,82,4
C,2609,71000,2331,-104
C,2609,71125,85,-9
C,2609,71250,84,-1
C,2609,71375,18,0
C,2609,71500,528,-20
C,2609,71625,4,0
C,2609,71750,42,0
C,2609,71875,100,0
C,2609,72000,2432,18
C,2609,72125,79,0
C,2609,72250,307,1
C,2609,72375,10,0
C,2609,72500,1764,0
C,2609,72625,4,0
C,2609,72750,304,0
C,2609,72875,34,0
C,2609,73000,2369,0
C,2609,73125,8,0
C,2609,73250,16,0
C,2609,73375,5,0
C,2609,73500,835,0
C,2609,73625,4,0
C,2609,73750,53,0
C,2609,73875,18,0
C,2609,74000,1382,0
C,2609,74125,4,0
C,2609,74250,6,0
C,2609,74375,1,0
C,2609,74500,134,0
C,2609,74625,56,0
C,2609,74750,69,0
C,2609,74875,1,0
C,2609,75000,3459,0
C,2609,75250,106,0
C,2609,75375,5,0
C,2609,75500,268,0
C,2609,76000,731,1
C,2609,76500,79,0
C,2609,77000,877,0
C,2609,77500,977,0
C,2609,78000,2299,0
C,2609,78500,112,0
C,2609,79000,204,1
C,2609,79500,233,0
C,2609,80000,1826,0
C,2609,80500,18,0
C,2609,81000,395,0
C,2609,81500,43,0
C,2609,82000,340,0
C,2609,82500,130,0
C,2609,83000,546,0
C,2609,83500,50,0
C,2609,84000,1219,0
C,2609,84500,52,0
C,2609,85000,911,8
C,2609,87500,345,0
C,2609,90000,666,0
C,2609,92000,57,0
C,2609,94000,17,0
C,2609,95000,43,0
C,2609,96000,20,0
C,2609,98000,15,0
C,2609,100000,89,0
C,2610,35000,24,0
C,2610,45000,2,0
C,2610,47500,34,0
C,2610,53000,34,0
C,2610,55000,4,0
C,2610,57000,1,0
C,2610,60000,1,0
C,2610,60500,100,0
C,2610,61000,201,0
C,2610,62000,49,0
C,2610,63000,5,1
C,2610,63500,1,0
C,2610,63875,50,0
C,2610,64000,243,2
C,2610,64125,0,0
C,2610,64250,0,0
C,2610,64500,22,0
C,2610,64625,0,0
C,2610,64750,0,0
C,2610,64875,0,0
C,2610,65000,365,3
C,2610,65250,1,0
C,2610,65500,127,4
C,2610,65625,0,0
C,2610,65750,56,0
C,2610,65875,2,0
C,2610,66000,1222,13
C,2610,66125,1,0
C,2610,66250,4,0
C,2610,66375,1,-1
C,2610,66500,15,0
C,2610,66750,123,0
C,2610,66875,0,-3
C,2610,67000,1174,-16
C,2610,67250,0,0
C,2610,67375,74,0
C,2610,67500,219,16
C,2610,67625,85,0
C,2610,67750,1011,933
C,2610,67875,0,0
C,2610,68000,982,-47
C,2610,68125,8,3
C,2610,68250,8,0
C,2610,68375,0,0
C,2610,68500,1252,65
C,2610,68750,114,0
C,2610,68875,85,85
C,2610,69000,3983,899
C,2610,69250,7,0
C,2610,69500,298,1
C,2610,69625,95,1
C,2610,69750,82,2
C,2610,69875,107,0
C,2610,70000,1893,253
C,2610,70250,12,0
C,2610,70375,124,0
C,2610,70500,321,2
C,2610,70750,3,0
C,2610,70875,1,0
C,2610,71000,1108,939
C,2610,71250,128,0
C,2610,71500,275,8
C,2610,72000,1972,13
C,2610,72250,87,0
C,2610,72500,590,0
C,2610,72750,15,0
C,2610,73000,1530,-85
C,2610,73250,3,-1
C,2610,73500,32,6
C,2610,73750,3,2
C,2610,74000,548,-2
C,2610,74250,10,0
C,2610,74500,74,-1
C,2610,74750,3,1
C,2610,75000,2347,-172
C,2610,75250,2,0
C,2610,75500,13,-4
C,2610,75750,5,0
C,2610,76000,1077,-3
C,2610,76250,9,1
C,2610,76500,13,-1
C,2610,77000,1262,7
C,2610,77500,111,0
C,2610,78000,726,7
C,2610,78500,17,1
C,2610,79000,111,2
C,2610,79500,1,0
C,2610,80000,1695,-478
C,2610,80500,14,0
C,2610,81000,520,0
C,2610,81500,3,0
C,2610,82000,184,4
C,2610,82500,9,1
C,2610,83000,56,2
C,2610,83500,9,0
C,2610,84000,58,0
C,2610,84500,3,0
C,2610,85000,228,2
C,2610,87500,118,4
C,2610,90000,100,0
C,2610,92500,15,0
C,2610,95000,59,0
C,2610,97500,14,0
C,2610,100000,297,0
C,2611,44500,2,0
C,2611,50250,35,0
C,2611,56000,34,0
C,2611,57500,100,0
C,2611,58000,1,0
C,2611,60500,100,0
C,2611,61000,200,0
C,2611,64000,125,0
C,2611,65000,357,200
C,2611,65125,0,0
C,2611,65250,0,0
C,2611,65375,11,11
C,2611,65500,101,0
C,2611,65625,0,0
C,2611,65750,1,0
C,2611,65875,50,0
C,2611,66000,486,50
C,2611,66125,0,0
C,2611,67000,1130,0
C,2611,67500,302,0
C,2611,67750,28,0
C,2611,67875,5,0
C,2611,68000,431,1
C,2611,68375,16,0
C,2611,68500,1,0
C,2611,69000,1946,0
C,2611,69500,4,0
C,2611,70000,1279,12
C,2611,70500,2,0
C,2611,71000,400,0
C,2611,71500,354,0
C,2611,72000,395,0
C,2611,72250,1,0
C,2611,72500,602,0
C,2611,73000,101,101
C,2611,74000,101,0
C,2611,74500,116,0
C,2611,75000,885,0
C,2611,75250,1,0
C,2611,75500,78,0
C,2611,76000,25,0
C,2611,76500,280,0
C,2611,77000,123,0
C,2611,78000,112,1
C,2611,79000,2,0
C,2611,79500,1,0
C,2611,80000,105,0
C,2611,82500,8,0
C,2611,85000,4,0
C,2611,87500,12,0
C,2611,90000,121,18
C,2611,92500,1,0
C,2611,95000,7,0
C,2611,100000,19,0
P,2609,20000,1551,2
P,2609,21000,343,0
P,2609,22000,485,0
P,2609,23000,298,0
P,2609,24000,151,0
P,2609,25000,3940,0
P,2609,26000,228,0
P,2609,27000,203,0
P,2609,27250,11,0
P,2609,27500,21,0
P,2609,27750,8,0
P,2609,28000,87,0
P,2609,28250,2,0
P,2609,28500,10,0
P,2609,28750,68,0
P,2609,29000,89,0
P,2609,29250,3,0
P,2609,29500,30,0
P,2609,29750,11,0
P,2609,30000,6260,1000
P,2609,30250,1,0
P,2609,30500,86,0
P,2609,30750,8,0
P,2609,31000,211,0
P,2609,31250,1,0
P,2609,31500,12,0
P,2609,31750,14,0
P,2609,32000,179,0
P,2609,32250,4,0
P,2609,32500,34,0
P,2609,32750,9,0
P,2609,33000,502,0
P,2609,33250,1,0
P,2609,33500,31,0
P,2609,33750,4,0
P,2609,34000,180,0
P,2609,34250,2,0
P,2609,34500,35,0
P,2609,34750,69,0
P,2609,35000,3893,0
P,2609,35250,8,0
P,2609,35500,20,0
P,2609,35750,52,0
P,2609,36000,286,0
P,2609,36250,5,0
P,2609,36500,39,0
P,2609,36750,69,0
P,2609,37000,603,0
P,2609,37250,1,0
P,2609,37500,11,0
P,2609,37750,6,0
P,2609,38000,980,0
P,2609,38250,21,0
P,2609,38500,157,0
P,2609,38750,14,0
P,2609,39000,201,0
P,2609,39250,166,0
P,2609,39500,310,0
P,2609,39750,11,0
P,2609,40000,5021,0
P,2609,40250,30,0
P,2609,40500,181,0
P,2609,40750,49,0
P,2609,41000,1012,0
P,2609,41250,30,0
P,2609,41500,65,0
P,2609,41750,17,0
P,2609,42000,2526,0
P,2609,42250,24,0
P,2609,42500,81,0
P,2609,42750,23,0
P,2609,43000,1382,-4
P,2609,43250,110,0
P,2609,43500,887,0
P,2609,43750,16,0
P,2609,44000,1477,-6
P,2609,44250,33,0
P,2609,44500,212,0
P,2609,44750,36,0
P,2609,45000,2540,0
P,2609,45250,108,0
P,2609,45500,160,0
P,2609,45750,60,0
P,2609,46000,1868,0
P,2609,46250,68,0
P,2609,46500,439,0
P,2609,46750,66,-2
P,2609,47000,1232,0
P,2609,47250,225,0
P,2609,47500,1065,0
P,2609,47750,137,0
P,2609,48000,2985,0
P,2609,48250,124,0
P,2609,48500,770,0
P,2609,48750,153,0
P,2609,49000,2280,0
P,2609,49250,216,0
P,2609,49500,274,0
P,2609,49750,173,0
P,2609,50000,9726,1000
P,2609,50250,143,0
P,2609,50500,1578,0
P,2609,50750,175,0
P,2609,51000,1451,0
P,2609,51250,222,0
P,2609,51500,289,0
P,2609,51750,54,0
P,2609,52000,2516,-100
P,2609,52250,66,0
P,2609,52500,901,9
P,2609,52750,156,109
P,2609,53000,2819,39
P,2609,53250,93,0
P,2609,53500,1046,0
P,2609,53750,255,0
P,2609,54000,2912,22
P,2609,54250,159,30
P,2609,54500,706,5
P,2609,54750,285,4
P,2609,55000,6012,42
P,2609,55250,20,0
P,2609,55500,795,-7
P,2609,55750,26,1
P,2609,56000,2229,99
P,2609,56250,41,0
P,2609,56500,1201,11
P,2609,56750,214,3
P,2609,57000,3130,25
P,2609,57250,199,7
P,2609,57500,699,51
P,2609,57750,171,12
P,2609,58000,2559,1
P,2609,58250,326,22
P,2609,58375,49,2
P,2609,58500,2680,32
P,2609,58625,46,38
P,2609,58750,124,4
P,2609,58875,32,1
P,2609,59000,3338,-88
P,2609,59125,36,0
P,2609,59250,142,5
P,2609,59375,24,2
P,2609,59500,969,2
P,2609,59625,15,-3
P,2609,59750,128,3
P,2609,59875,45,-1
P,2609,60000,5746,-97
P,2609,60125,2,-1
P,2609,60250,108,0
P,2609,60375,2137,114
P,2609,60500,1044,-14
P,2609,60625,42,0
P,2609,60750,334,-4
P,2609,60875,82,4
P,2609,61000,2594,-88
P,2609,61125,34,-11
P,2609,61250,89,-2
P,2609,61375,19,-3
P,2609,61500,1642,-416
P,2609,61625,23,4
P,2609,61750,266,-5
P,2609,61875,104,7
P,2609,62000,4042,-206
P,2609,62125,40,6
P,2609,62250,163,-5
P,2609,62375,192,-81
P,2609,62500,1322,-28
P,2609,62625,92,-2
P,2609,62750,756,-8
P,2609,62875,44,1
P,2609,63000,2827,-46
P,2609,63125,111,-6
P,2609,63250,65,-3
P,2609,63375,68,6
P,2609,63500,679,-14
P,2609,63625,46,5
P,2609,63750,91,1
P,2609,63875,54,3
P,2609,64000,2815,-63
P,2609,64125,24,0
P,2609,64250,335,285
P,2609,64375,50,1
P,2609,64500,873,198
P,2609,64625,25,-46
P,2609,64750,434,-75
P,2609,64875,31,-2
P,2609,65000,4818,409
P,2609,65125,35,0
P,2609,65250,124,-6
P,2609,65375,23,-11
P,2609,65500,691,54
P,2609,65625,29,0
P,2609,65750,695,-7
P,2609,65875,1,0
P,2609,66000,2555,-56
P,2609,66125,6,0
P,2609,66250,212,3
P,2609,66375,5,0
P,2609,66500,2169,-8
P,2609,66625,9,0
P,2609,66750,152,0
P,2609,67000,2345,-3
P,2609,67125,2,0
P,2609,67250,15,0
P,2609,67500,520,-61
P,2609,67625,1,0
P,2609,67750,260,0
P,2609,68000,1880,-1
P,2609,68250,109,0
P,2609,68375,1,0
P,2609,68500,169,0
P,2609,68750,47,-44
P,2609,69000,1118,-1
P,2609,69250,1,0
P,2609,69500,5,0
P,2609,70000,1478,0
P,2609,70500,2,0
P,2609,71000,100,0
P,2609,71250,1,0
P,2609,73000,3,0
P,2609,77500,4,0
P,2609,78000,1,0
P,2609,80000,1,0
P,2609,85000,5,0
P,2610,20000,691,-1
P,2610,22500,49,0
P,2610,25000,1483,7
P,2610,26000,36,9
P,2610,27000,38,0
P,2610,28000,18,0
P,2610,29000,13,0
P,2610,30000,6017,33
P,2610,31000,20,1
P,2610,32000,51,10
P,2610,33000,2721,5
P,2610,34000,26,5
P,2610,35000,2033,26
P,2610,36000,42,4
P,2610,37000,188,10
P,2610,38000,28,3
P,2610,39000,105,0
P,2610,40000,4195,2
P,2610,41000,143,3
P,2610,42000,165,27
P,2610,42750,31,0
P,2610,43000,178,11
P,2610,43250,15,0
P,2610,43500,15,0
P,2610,43750,13,0
P,2610,44000,253,21
P,2610,44250,36,0
P,2610,44500,1,0
P,2610,44750,37,0
P,2610,45000,2322,307
P,2610,45250,29,0
P,2610,45500,212,-31
P,2610,45750,43,0
P,2610,46000,362,4
P,2610,46250,13,0
P,2610,46500,157,0
P,2610,46750,131,0
P,2610,47000,405,6
P,2610,47250,26,0
P,2610,47500,30,0
P,2610,47750,40,0
P,2610,48000,751,-2
P,2610,48250,52,0
P,2610,48500,198,0
P,2610,48750,24,0
P,2610,49000,253,1
P,2610,49250,75,0
P,2610,49500,204,0
P,2610,49750,63,0
P,2610,50000,1117,70
P,2610,50250,65,0
P,2610,50500,417,10
P,2610,50750,51,0
P,2610,51000,437,6
P,2610,51250,83,0
P,2610,51500,438,0
P,2610,51750,75,3
P,2610,52000,1820,-7
P,2610,52250,46,0
P,2610,52500,314,0
P,2610,52750,122,2
P,2610,53000,1335,12
P,2610,53250,73,5
P,2610,53500,352,15
P,2610,53750,20,4
P,2610,54000,890,153
P,2610,54250,68,9
P,2610,54500,633,1
P,2610,54750,61,1
P,2610,55000,3510,378
P,2610,55250,69,8
P,2610,55500,264,3
P,2610,55750,92,4
P,2610,56000,1172,4
P,2610,56250,61,1
P,2610,56500,435,10
P,2610,56750,99,8
P,2610,57000,881,-2
P,2610,57250,107,6
P,2610,57500,335,2
P,2610,57750,76,2
P,2610,58000,2613,-4
P,2610,58250,117,4
P,2610,58375,483,0
P,2610,58500,300,7
P,2610,58625,60,0
P,2610,58750,47,14
P,2610,58875,3,1
P,2610,59000,744,4
P,2610,59125,63,0
P,2610,59250,160,0
P,2610,59375,2,0
P,2610,59500,103,1
P,2610,59625,20,0
P,2610,59750,60,0
P,2610,59875,41,0
P,2610,60000,10033,1135
P,2610,60125,5,0
