product,participant,net,net_prev,change
TOPIX先物,みずほ証券,989,1241,-252
TOPIX先物,インタラクティブ証券,-175,-82,-93
TOPIX先物,ゴールドマン証券,-27279,-27642,363
TOPIX先物,サスケハナ・ホンコン,0,-31,31
TOPIX先物,シティグループ証券,24789,23661,1128
TOPIX先物,ソシエテＧ証券,9701,11631,-1930
TOPIX先物,ドイツ証券,-574,3093,-3667
TOPIX先物,バークレイズ証券,-2901,2332,-5233
TOPIX先物,ビーオブエー証券,21450,17989,3461
TOPIX先物,フィリップ証券,37,25,12
TOPIX先物,モルガンＭＵＦＧ証券,16621,17296,-675
TOPIX先物,三菱ＵＦＪ証券,-5088,-7169,2081
TOPIX先物,三菱ＵＦＪｅスマート,175,166,9
TOPIX先物,大和証券,-2599,-2356,-243
TOPIX先物,岡三証券,-161,-162,1
TOPIX先物,日産証券,723,846,-123
TOPIX先物,東海東京証券,0,-24,24
TOPIX先物,松井証券,140,109,31
TOPIX先物,立花証券,-1240,-1240,0
TOPIX先物,野村証券,-14748,-15128,380
TOPIX先物,ＡＢＮクリアリン証券,-848,-1755,907
TOPIX先物,ＢＮＰパリバ証券,-21770,-20618,-1152
TOPIX先物,ＨＳＢＣ証券,-17260,-18821,1561
TOPIX先物,ＪＰモルガン証券,33278,25678,7600
TOPIX先物,ＳＢＩ証券,-6365,-7330,965
TOPIX先物,ＳＭＢＣ日興証券,-3847,-1149,-2698
TOPIX先物,ＵＢＳ証券,-2914,-507,-2407
日経225mini,みずほ証券,6003,2994,3009
日経225mini,むさし証券,-3,0,-3
日経225mini,インタラクティブ証券,2026,2083,-57
日経225mini,ゴールドマン証券,-6640,-3945,-2695
日経225mini,サスケハナ・ホンコン,2946,3176,-230
日経225mini,シティグループ証券,12966,6060,6906
日経225mini,ソシエテＧ証券,-35721,-35573,-148
日経225mini,ドイツ証券,0,-92,92
日経225mini,バークレイズ証券,-63898,-65824,1926
日経225mini,ビーオブエー証券,24911,19787,5124
日経225mini,フィリップ証券,0,2007,-2007
日経225mini,モルガンＭＵＦＧ証券,11859,14278,-2419
日経225mini,三田証券,-2,0,-2
日経225mini,三菱ＵＦＪ証券,3718,3729,-11
日経225mini,光世証券,0,-253,253
日経225mini,内藤証券,-1,0,-1
日経225mini,大和証券,-359,-3315,2956
日経225mini,安藤証券,-19,-103,84
日経225mini,山和証券,-39,-33,-6
日経225mini,岡三証券,-29,-47,18
日経225mini,日産証券,15467,15544,-77
日経225mini,東海東京証券,-954,-1484,530
日経225mini,松井証券,0,575,-575
日経225mini,楽天証券,2210,0,2210
日経225mini,豊トラスティ,-2,0,-2
日経225mini,豊証券,-13,-46,33
日経225mini,野村証券,-19504,-19221,-283
日経225mini,ＡＢＮクリアリン証券,11832,34314,-22482
日経225mini,ＢＮＰパリバ証券,9838,10884,-1046
日経225mini,ＨＳＢＣ証券,3738,6018,-2280
日経225mini,Ｊトラストグローバル,0,-3,3
日経225mini,ＪＰモルガン証券,-5989,-3957,-2032
日経225mini,ＳＢＩ証券,3754,-451,4205
日経225mini,ＳＭＢＣ日興証券,7406,6886,520
日経225mini,ＵＢＳ証券,8272,5731,2541
日経225先物,みずほ証券,-5327,-5582,255
日経225先物,インタラクティブ証券,-774,-281,-493
日経225先物,ゴールドマン証券,-15369,-12863,-2506
日経225先物,サスケハナ・ホンコン,-45,-22,-23
日経225先物,シティグループ証券,5261,4426,835
日経225先物,ソシエテＧ証券,4689,5284,-595
日経225先物,ドイツ証券,1507,2941,-1434
日経225先物,ナティクシス証券,-856,-856,0
日経225先物,バークレイズ証券,13083,13694,-611
日経225先物,ビーオブエー証券,-1256,-2226,970
日経225先物,フィリップ証券,-133,903,-1036
日経225先物,マネックス証券,63,40,23
日経225先物,モルガンＭＵＦＧ証券,-15361,-14300,-1061
日経225先物,三菱ＵＦＪ証券,-7243,-6816,-427
日経225先物,三菱ＵＦＪｅスマート,151,122,29
日経225先物,光世証券,-53,-80,27
日経225先物,大和証券,1555,1752,-197
日経225先物,日産証券,130,85,45
日経225先物,東海東京証券,0,-36,36
日経225先物,松井証券,30,35,-5
日経225先物,楽天証券,-170,-263,93
