product,participant,net,net_prev,change
日経225mini,安藤証券,-205,-113,-92
日経225mini,山和証券,-33,-13,-20
日経225mini,岡三証券,-18,-29,11
日経225mini,日産証券,16232,17794,-1562
日経225mini,東海東京証券,0,-816,816
日経225mini,楽天証券,2058,2287,-229
日経225mini,豊トラスティ,0,-2,2
日経225mini,豊証券,-5,0,-5
日経225mini,野村証券,-11586,-14258,2672
日経225mini,ＡＢＮクリアリン証券,21621,19150,2471
日経225mini,ＢＮＰパリバ証券,6295,6956,-661
日経225mini,ＨＳＢＣ証券,2882,2432,450
日経225mini,Ｊトラストグローバル,-3,0,-3
日経225mini,ＪＰモルガン証券,-14052,-7024,-7028
日経225mini,ＳＢＩ証券,2135,3187,-1052
日経225mini,ＳＭＢＣ日興証券,7534,7463,71
日経225mini,ＵＢＳ証券,6793,7527,-734
日経225先物,みずほ証券,-2165,-3876,1711
日経225先物,インタラクティブ証券,-447,-429,-18
日経225先物,ゴールドマン証券,-16941,-14283,-2658
日経225先物,サスケハナ・ホンコン,452,-175,627
日経225先物,シティグループ証券,5343,4962,381
日経225先物,ソシエテＧ証券,2543,3928,-1385
日経225先物,ドイツ証券,2231,2010,221
日経225先物,ナティクシス証券,-856,-856,0
日経225先物,バークレイズ証券,12573,12733,-160
日経225先物,ビーオブエー証券,-2435,-1598,-837
日経225先物,フィリップ・キャ証券,0,-45,45
日経225先物,マネックス証券,0,53,-53
日経225先物,モルガンＭＵＦＧ証券,-12283,-13899,1616
日経225先物,三菱ＵＦＪ証券,-3396,-6197,2801
日経225先物,三菱ＵＦＪｅスマート,172,163,9
日経225先物,光世証券,-44,-50,6
日経225先物,大和証券,1379,1372,7
日経225先物,岩井コスモ証券,93,58,35
日経225先物,広田証券,-42,-10,-32
日経225先物,日産証券,-123,0,-123
日経225先物,松井証券,-47,0,-47
日経225先物,楽天証券,272,175,97
日経225先物,立花証券,-128,-128,0
日経225先物,野村証券,34665,34570,95
日経225先物,ＡＢＮクリアリン証券,223,3184,-2961
日経225先物,ＢＮＰパリバ証券,-5363,-5103,-260
日経225先物,ＨＳＢＣ証券,-32873,-33337,464
日経225先物,ＪＩＡ証券,102,53,49
日経225先物,ＪＰモルガン証券,9312,9438,-126
日経225先物,ＳＢＩ証券,-343,-1338,995
日経225先物,ＳＭＢＣ日興証券,5508,5279,229
日経225先物,ＵＢＳ証券,2470,3216,-746
日経225先物+mini(ラージ換算),みずほ証券,-1750,-3432,1682
日経225先物+mini(ラージ換算),むさし証券,0,0,0
日経225先物+mini(ラージ換算),インタラクティブ証券,-447,-204,-243
日経225先物+mini(ラージ換算),ゴールドマン証券,-17063,-14485,-2578
日経225先物+mini(ラージ換算),サスケハナ・ホンコン,452,70,382
日経225先物+mini(ラージ換算),シティグループ証券,6132,5446,686
日経225先物+mini(ラージ換算),ソシエテＧ証券,-443,704,-1147
日経225先物+mini(ラージ換算),ドイツ証券,2231,2010,221
日経225先物+mini(ラージ換算),ナティクシス証券,-856,-856,0
日経225先物+mini(ラージ換算),バークレイズ証券,5479,5663,-184
日経225先物+mini(ラージ換算),ビーオブエー証券,-5,958,-963
日経225先物+mini(ラージ換算),フィリップ・キャ証券,204,-45,249
日経225先物+mini(ラージ換算),マネックス証券,0,53,-53
日経225先物+mini(ラージ換算),モルガンＭＵＦＧ証券,-11012,-12803,1790
日経225先物+mini(ラージ換算),三晃証券,0,0,0
日経225先物+mini(ラージ換算),三田証券,0,0,0
日経225先物+mini(ラージ換算),三菱ＵＦＪ証券,-3116,-5851,2735
日経225先物+mini(ラージ換算),三菱ＵＦＪｅスマート,172,163,9
日経225先物+mini(ラージ換算),光世証券,-44,-50,6
日経225先物+mini(ラージ換算),共和証券,0,-1,1
日経225先物+mini(ラージ換算),内藤証券,0,0,0
日経225先物+mini(ラージ換算),大和証券,1627,1372,255
日経225先物+mini(ラージ換算),安藤証券,-20,-11,-9
日経225先物+mini(ラージ換算),山和証券,-3,-1,-2
日経225先物+mini(ラージ換算),岡三証券,-2,-3,1
日経225先物+mini(ラージ換算),岩井コスモ証券,93,58,35
日経225先物+mini(ラージ換算),広田証券,-42,-10,-32
日経225先物+mini(ラージ換算),日産証券,1500,1779,-279
日経225先物+mini(ラージ換算),東海東京証券,0,-82,82
日経225先物+mini(ラージ換算),松井証券,-47,0,-47
日経225先物+mini(ラージ換算),楽天証券,478,404,74
日経225先物+mini(ラージ換算),立花証券,-128,-128,0
日経225先物+mini(ラージ換算),豊トラスティ,0,0,0
日経225先物+mini(ラージ換算),豊証券,0,0,0
日経225先物+mini(ラージ換算),野村証券,33506,33144,362
日経225先物+mini(ラージ換算),ＡＢＮクリアリン証券,2385,5099,-2714
日経225先物+mini(ラージ換算),ＢＮＰパリバ証券,-4734,-4407,-326
日経225先物+mini(ラージ換算),ＨＳＢＣ証券,-32585,-33094,509
日経225先物+mini(ラージ換算),Ｊトラストグローバル,0,0,0
日経225先物+mini(ラージ換算),ＪＩＡ証券,102,53,49
日経225先物+mini(ラージ換算),ＪＰモルガン証券,7907,8736,-829
日経225先物+mini(ラージ換算),ＳＢＩ証券,-130,-1019,890
日経225先物+mini(ラージ換算),ＳＭＢＣ日興証券,6261,6025,236
日経225先物+mini(ラージ換算),ＵＢＳ証券,3149,3969,-819
