product,participant,net,net_prev,change
日経225mini,ＳＭＢＣ日興証券,3000,3000,0
日経225mini,ＵＢＳ証券,13750,15250,-1500
日経225先物,みずほ証券,-5000,-4946,-54
日経225先物,インタラクティブ証券,223,0,223
日経225先物,ゴールドマン証券,-13505,-14147,642
日経225先物,サスケハナ・ホンコン,1071,548,523
日経225先物,シティグループ証券,5135,5413,-278
日経225先物,ソシエテＧ証券,2905,3439,-534
日経225先物,ドイツ証券,3741,1665,2076
日経225先物,ナティクシス証券,-653,-653,0
日経225先物,バークレイズ証券,8282,7367,915
日経225先物,ビーオブエー証券,4292,4508,-216
日経225先物,フィリップ・キャ証券,-99,-628,529
日経225先物,モルガンＭＵＦＧ証券,-9362,-10738,1376
日経225先物,三菱ＵＦＪ証券,-6860,-4693,-2167
日経225先物,三菱ＵＦＪｅスマート,93,112,-19
日経225先物,光世証券,-51,-52,1
日経225先物,大和証券,1662,1735,-73
日経225先物,安藤証券,0,-2,2
日経225先物,山和証券,-10,0,-10
日経225先物,岡三証券,-89,-59,-30
日経225先物,広田証券,-8,-32,24
日経225先物,日産証券,640,876,-236
日経225先物,楽天証券,0,387,-387
日経225先物,立花証券,-126,-126,0
日経225先物,野村証券,33866,31627,2239
日経225先物,ＡＢＮクリアリン証券,-2043,3130,-5173
日経225先物,ＢＮＰパリバ証券,494,1065,-571
日経225先物,ＨＳＢＣ証券,-31500,-31579,79
日経225先物,ＪＩＡ証券,105,0,105
日経225先物,ＪＰモルガン証券,-1387,-4856,3469
日経225先物,ＳＢＩ証券,-2042,-1614,-428
日経225先物,ＳＭＢＣ日興証券,4794,5148,-354
日経225先物,ＵＢＳ証券,5357,6743,-1386
日経225先物+mini(ラージ換算),みずほ証券,-5000,-4946,-54
日経225先物+mini(ラージ換算),インタラクティブ証券,222,0,222
日経225先物+mini(ラージ換算),ゴールドマン証券,-10539,-11187,648
日経225先物+mini(ラージ換算),サスケハナ・ホンコン,1071,548,523
日経225先物+mini(ラージ換算),シティグループ証券,5134,5413,-278
日経225先物+mini(ラージ換算),ソシエテＧ証券,2655,3267,-611
日経225先物+mini(ラージ換算),ドイツ証券,3731,1688,2043
日経225先物+mini(ラージ換算),ナティクシス証券,-653,-653,0
日経225先物+mini(ラージ換算),バークレイズ証券,8351,7440,911
日経225先物+mini(ラージ換算),ビーオブエー証券,3962,4221,-258
日経225先物+mini(ラージ換算),フィリップ・キャ証券,-98,-625,527
日経225先物+mini(ラージ換算),マネックス証券,6,21,-14
日経225先物+mini(ラージ換算),モルガンＭＵＦＧ証券,-9362,-10738,1376
日経225先物+mini(ラージ換算),三菱ＵＦＪ証券,-6860,-4693,-2167
日経225先物+mini(ラージ換算),三菱ＵＦＪｅスマート,109,137,-28
日経225先物+mini(ラージ換算),光世証券,-51,-52,1
日経225先物+mini(ラージ換算),共和証券,0,0,0
日経225先物+mini(ラージ換算),大和証券,1662,1735,-73
日経225先物+mini(ラージ換算),安藤証券,0,-2,2
日経225先物+mini(ラージ換算),山和証券,-10,0,-10
日経225先物+mini(ラージ換算),岡三証券,-89,-59,-30
日経225先物+mini(ラージ換算),広田証券,-9,-33,24
日経225先物+mini(ラージ換算),日産証券,644,882,-238
日経225先物+mini(ラージ換算),松井証券,26,30,-4
日経225先物+mini(ラージ換算),楽天証券,36,452,-416
日経225先物+mini(ラージ換算),立花証券,-126,-127,1
日経225先物+mini(ラージ換算),豊証券,0,0,0
日経225先物+mini(ラージ換算),野村証券,33767,31528,2239
日経225先物+mini(ラージ換算),ＡＢＮクリアリン証券,-1875,3239,-5114
日経225先物+mini(ラージ換算),ＢＮＰパリバ証券,-4032,-3461,-571
日経225先物+mini(ラージ換算),ＨＳＢＣ証券,-31500,-31579,79
日経225先物+mini(ラージ換算),ＪＩＡ証券,105,0,105
日経225先物+mini(ラージ換算),ＪＰモルガン証券,-1187,-5006,3819
日経225先物+mini(ラージ換算),ＳＢＩ証券,-1993,-1519,-474
日経225先物+mini(ラージ換算),ＳＭＢＣ日興証券,5094,5448,-354
日経225先物+mini(ラージ換算),ＵＢＳ証券,6732,8268,-1536
