type,expiry,strike,oi,change
C,2610,35000,24,0
C,2610,42750,3,3
C,2610,45000,2,0
C,2610,47500,34,0
C,2610,50000,1,1
C,2610,53000,34,0
C,2610,55000,4,0
C,2610,57000,1,0
C,2610,59500,4,4
C,2610,60000,5,4
C,2610,60500,100,0
C,2610,61000,201,0
C,2610,62000,49,0
C,2610,62500,0,-1
C,2610,63000,43,29
C,2610,63125,0,0
C,2610,63250,5,5
C,2610,63500,12,5
C,2610,63875,50,0
C,2610,64000,280,17
C,2610,64250,1,0
C,2610,64375,60,0
C,2610,64500,63,24
C,2610,64625,687,686
C,2610,64750,755,0
C,2610,65000,621,-23
C,2610,65250,19,0
C,2610,65375,5,0
C,2610,65500,231,66
C,2610,65750,59,0
C,2610,65875,2,0
C,2610,66000,1964,-145
C,2610,66125,1,0
C,2610,66250,73,68
C,2610,66375,1,0
C,2610,66500,33,8
C,2610,66750,124,1
C,2610,66875,20,0
C,2610,67000,1519,52
C,2610,67125,28,0
C,2610,67250,9,4
C,2610,67375,74,0
C,2610,67500,703,313
C,2610,67625,85,0
C,2610,67750,1019,7
C,2610,67875,1,1
C,2610,68000,1388,20
C,2610,68125,8,0
C,2610,68250,95,1
C,2610,68500,1161,-23
C,2610,68750,125,1
C,2610,68875,145,60
C,2610,69000,3092,15
C,2610,69250,10,3
C,2610,69500,376,19
C,2610,69625,95,0
C,2610,69750,87,5
C,2610,69875,107,0
C,2610,70000,2082,279
C,2610,70250,17,3
C,2610,70375,126,2
C,2610,70500,326,12
C,2610,70625,20,0
C,2610,70750,11,7
C,2610,70875,1,0
C,2610,71000,1339,138
C,2610,71250,128,0
C,2610,71375,1,0
C,2610,71500,319,50
C,2610,71750,11,11
C,2610,72000,2299,253
C,2610,72250,87,1
C,2610,72500,817,202
C,2610,72750,19,5
C,2610,73000,1587,48
C,2610,73250,6,4
C,2610,73500,25,1
C,2610,73750,4,1
C,2610,74000,1312,749
C,2610,74250,18,3
C,2610,74500,82,10
C,2610,74750,3,0
C,2610,75000,2585,18
C,2610,75250,2,0
C,2610,75500,58,34
C,2610,75750,5,0
C,2610,76000,866,-390
C,2610,76250,48,39
C,2610,76500,66,44
C,2610,77000,1522,44
C,2610,77500,106,-6
C,2610,78000,744,23
C,2610,78500,37,2
C,2610,79000,149,27
C,2610,79500,41,10
C,2610,80000,1869,58
C,2610,80500,39,6
C,2610,81000,579,2
C,2610,81500,18,5
C,2610,82000,255,6
C,2610,82500,19,1
C,2610,83000,72,11
C,2610,83500,12,0
C,2610,84000,25,-35
C,2610,84500,2,0
C,2610,85000,178,-62
C,2610,87500,109,1
C,2610,90000,199,100
C,2610,92500,15,0
C,2610,95000,59,0
C,2610,97500,14,0
C,2610,100000,297,0
C,2611,44500,2,0
C,2611,50250,35,0
C,2611,56000,34,0
C,2611,57500,100,0
C,2611,58000,1,0
C,2611,60000,100,0
C,2611,60500,100,0
C,2611,61000,200,0
C,2611,63500,7,6
C,2611,64000,127,0
C,2611,64375,2,0
C,2611,64500,200,200
C,2611,65000,352,10
C,2611,65375,11,0
C,2611,65500,171,0
C,2611,65750,1,0
C,2611,65875,50,0
C,2611,66000,486,0
C,2611,66125,3,0
C,2611,66500,1,1
C,2611,67000,1133,2
C,2611,67500,302,0
C,2611,67750,28,0
C,2611,67875,2,-3
C,2611,68000,531,100
C,2611,68375,16,0
C,2611,68500,1,0
C,2611,69000,1942,0
C,2611,69500,6,0
C,2611,69875,16,0
C,2611,70000,1469,101
C,2611,70250,4,0
C,2611,70500,30,28
C,2611,70750,4,0
C,2611,71000,603,3
C,2611,71125,2,0
C,2611,71250,0,0
C,2611,71500,355,1
C,2611,71625,8,0
C,2611,72000,484,38
C,2611,72125,0,0
C,2611,72250,1,0
C,2611,72500,602,0
C,2611,73000,107,5
C,2611,73500,3,3
C,2611,73750,0,0
C,2611,74000,110,1
C,2611,74500,117,1
C,2611,75000,930,38
C,2611,75250,1,0
C,2611,75500,77,-76
C,2611,75750,1,0
C,2611,76000,26,1
C,2611,76500,280,0
C,2611,77000,124,0
C,2611,78000,123,-2
C,2611,79000,14,0
C,2611,79500,1,0
C,2611,80000,111,5
C,2611,82500,63,-2
C,2611,85000,13,7
C,2611,87500,28,16
C,2611,90000,146,4
C,2611,92500,1,0
C,2611,95000,7,0
C,2611,100000,93,55
C,2612,12500,84,0
C,2612,20000,150,0
C,2612,22000,100,0
C,2612,25000,300,0
C,2612,26000,350,0
C,2612,27000,250,0
C,2612,28000,75,0
C,2612,28500,125,0
C,2612,29000,150,0
C,2612,30000,2553,0
C,2612,30500,50,0
C,2612,31000,241,0
C,2612,31500,50,0
C,2612,32000,700,0
C,2612,32500,250,0
C,2612,33000,1950,0
C,2612,34000,280,0
C,2612,34500,400,0
C,2612,35000,435,0
C,2612,36000,975,0
C,2612,36500,252,0
C,2612,37000,450,0
C,2612,37500,88,0
C,2612,37750,100,0
C,2612,38000,1225,0
C,2612,38500,700,0
C,2612,38750,50,0
C,2612,39000,750,0
C,2612,39500,500,0
C,2612,40000,1200,0
C,2612,40500,400,0
C,2612,41000,1300,0
C,2612,41500,100,0
C,2612,42000,1071,0
C,2612,42500,250,0
C,2612,43000,1400,0
